"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Tue Nov 08 00:11:03 GMT 2022","Tue Nov 08 00:11:05 GMT 2022","1665","chromium","screenshot.spec.ts","Screenshots","","","second screenshot",""
"passed","Tue Nov 08 00:10:54 GMT 2022","Tue Nov 08 00:10:54 GMT 2022","57","chromium","example.spec.ts","Unit Tests for Playwright","","","passing context api test",""
"passed","Tue Nov 08 00:10:54 GMT 2022","Tue Nov 08 00:10:54 GMT 2022","141","chromium","example.spec.ts","Unit Tests for Playwright","","","api test",""
"passed","Tue Nov 08 00:10:54 GMT 2022","Tue Nov 08 00:10:55 GMT 2022","1020","chromium","example.spec.ts","Unit Tests for Playwright","","","intercept me",""
"failed","Tue Nov 08 00:10:58 GMT 2022","Tue Nov 08 00:10:58 GMT 2022","680","chromium","screenshot.spec.ts","Screenshots","","","My first screenshot",""
