"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri May 31 23:54:47 GMT 2024","Fri May 31 23:54:47 GMT 2024","110","functional","","Unit Tests for Playwright API Testing","","","api test",""
"passed","Fri May 31 23:54:53 GMT 2024","Fri May 31 23:54:56 GMT 2024","2093","functional","","Codegen Process to POM @codegen","","","Codegen Final Phase add Workflow",""
"passed","Fri May 31 23:54:43 GMT 2024","Fri May 31 23:54:44 GMT 2024","9","unit","","Environment Configuration","","","Check Setup Environment Default",""
"skipped","Fri May 31 23:55:03 GMT 2024","Fri May 31 23:55:03 GMT 2024","0","webkit","","Tests for Swag","","","Order from the inventory and check out",""
"passed","Fri May 31 23:54:47 GMT 2024","Fri May 31 23:54:47 GMT 2024","65","functional","","Unit Tests for Playwright API Testing","","","passing context api test",""
"passed","Fri May 31 23:54:44 GMT 2024","Fri May 31 23:54:44 GMT 2024","11","unit","","Environment Configuration","","","Check local with process",""
"passed","Fri May 31 23:54:45 GMT 2024","Fri May 31 23:54:45 GMT 2024","282","functional","","Unit Tests for Allure Reports","","","Id Usage basic test",""
"skipped","Fri May 31 23:55:03 GMT 2024","Fri May 31 23:55:03 GMT 2024","0","chromium","","Tests for Swag","","","Logging in and out with standard user",""
"passed","Fri May 31 23:54:56 GMT 2024","Fri May 31 23:54:56 GMT 2024","529","functional","","Codegen Process to POM @codegen","","","Codegen Start New",""
"passed","Fri May 31 23:54:44 GMT 2024","Fri May 31 23:54:44 GMT 2024","7","unit","","Environment Configuration","","","Check Setup Environment Default with override",""
"skipped","Fri May 31 23:55:03 GMT 2024","Fri May 31 23:55:03 GMT 2024","0","firefox","","Tests for Swag","","","Logging in and out with standard user",""
"skipped","Fri May 31 23:55:03 GMT 2024","Fri May 31 23:55:03 GMT 2024","0","webkit","","Tests for Swag","","","Order from the inventory and check out with visual regression @visual",""
"skipped","Fri May 31 23:55:03 GMT 2024","Fri May 31 23:55:03 GMT 2024","0","webkit","","Tests for Swag","","","Logging in and out with standard user",""
"passed","Fri May 31 23:54:45 GMT 2024","Fri May 31 23:54:45 GMT 2024","281","functional","","Unit Tests for Allure Reports","","","Epics Usage basic test",""
"failed","Fri May 31 23:55:01 GMT 2024","Fri May 31 23:55:02 GMT 2024","983","functional","","Tests for Visual Regression @visual","","","third screenshot",""
"passed","Fri May 31 23:54:44 GMT 2024","Fri May 31 23:54:44 GMT 2024","9","unit","","Environment Configuration","","","Check Setup Environment Default with environment and override",""
"passed","Fri May 31 23:54:44 GMT 2024","Fri May 31 23:54:44 GMT 2024","5","unit","","Environment Configuration","","","Check NODE ENV",""
"passed","Fri May 31 23:54:44 GMT 2024","Fri May 31 23:54:44 GMT 2024","7","unit","","Environment Configuration","","","Check Setup Environment Default with environment",""
