"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Sat Jun 01 00:19:09 GMT 2024","Sat Jun 01 00:19:09 GMT 2024","1","functional","","Lighthouse Sample Audit @lighthouse","","","Angular landing page",""
"skipped","Sat Jun 01 00:19:09 GMT 2024","Sat Jun 01 00:19:09 GMT 2024","0","functional","","Lighthouse Sample Audit @lighthouse","","","Sauce Demo landing page",""
"passed","Sat Jun 01 00:19:05 GMT 2024","Sat Jun 01 00:19:07 GMT 2024","1844","functional","","Codegen Process to POM @codegen","","","Codegen Phase 2 add POM",""
"skipped","Sat Jun 01 00:19:16 GMT 2024","Sat Jun 01 00:19:16 GMT 2024","0","firefox","","Tests for Swag","","","Logging in and out with standard user",""
"passed","Sat Jun 01 00:18:54 GMT 2024","Sat Jun 01 00:18:54 GMT 2024","9","unit","","Environment Configuration","","","Check CI",""
"passed","Sat Jun 01 00:18:59 GMT 2024","Sat Jun 01 00:19:01 GMT 2024","1227","functional","","Unit Tests for Playwright API Testing","","","intercept me",""
"skipped","Sat Jun 01 00:19:16 GMT 2024","Sat Jun 01 00:19:16 GMT 2024","0","chromium","","Tests for Swag","","","Order from the inventory and check out with visual regression @visual",""
"passed","Sat Jun 01 00:18:57 GMT 2024","Sat Jun 01 00:18:58 GMT 2024","248","functional","","Unit Tests for Allure Reports","","","Epics Usage basic test",""
"passed","Sat Jun 01 00:18:58 GMT 2024","Sat Jun 01 00:18:58 GMT 2024","283","functional","","Unit Tests for Allure Reports","","","Stories Usage basic test",""
"passed","Sat Jun 01 00:18:54 GMT 2024","Sat Jun 01 00:18:54 GMT 2024","9","unit","","Environment Configuration","","","Check Setup Environment Default",""
"passed","Sat Jun 01 00:18:57 GMT 2024","Sat Jun 01 00:18:57 GMT 2024","329","functional","","Unit Tests for Allure Reports","","","Links Usage basic test",""
"passed","Sat Jun 01 00:18:54 GMT 2024","Sat Jun 01 00:18:54 GMT 2024","6","unit","","Environment Configuration","","","Check NODE ENV",""
"passed","Sat Jun 01 00:19:03 GMT 2024","Sat Jun 01 00:19:05 GMT 2024","1821","functional","","Codegen Process to POM @codegen","","","Codegen Phase 1 clean up",""
"passed","Sat Jun 01 00:18:59 GMT 2024","Sat Jun 01 00:18:59 GMT 2024","324","functional","","Unit Tests for Playwright API Testing","","","api test",""
"passed","Sat Jun 01 00:18:54 GMT 2024","Sat Jun 01 00:18:54 GMT 2024","11","unit","","Environment Configuration","","","Check Setup Environment Default with environment and override",""
"passed","Sat Jun 01 00:18:59 GMT 2024","Sat Jun 01 00:18:59 GMT 2024","269","functional","","Unit Tests for Playwright API Testing","","","passing context api test",""
