"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Nov 25 22:33:06 GMT 2022","Fri Nov 25 22:33:06 GMT 2022","10","unit","src/tests/unit/dotenv.spec.ts","Environment Configuration","","","Check Setup Environment Default with environment and override",""
"passed","Fri Nov 25 22:33:06 GMT 2022","Fri Nov 25 22:33:06 GMT 2022","3","unit","src/tests/unit/dotenv.spec.ts","Environment Configuration","","","Check CI",""
"passed","Fri Nov 25 22:33:47 GMT 2022","Fri Nov 25 22:33:48 GMT 2022","507","functional","src/tests/functional/screenshot.spec.ts","Tests for Visual Regression @visual","","","My first screenshot",""
"passed","Fri Nov 25 22:33:11 GMT 2022","Fri Nov 25 22:33:13 GMT 2022","2086","functional","src/tests/functional/codegen-process.spec.ts","Codegen Process to POM @codegen","","","Codegen raw capture of ordering",""
"passed","Fri Nov 25 22:33:54 GMT 2022","Fri Nov 25 22:33:58 GMT 2022","3289","e2e","src/tests/e2e/order.spec.ts","Tests for Swag","","","Order from the inventory and check out with visual regression @visual",""
"passed","Fri Nov 25 22:33:06 GMT 2022","Fri Nov 25 22:33:06 GMT 2022","4","unit","src/tests/unit/dotenv.spec.ts","Environment Configuration","","","Check local with process",""
"passed","Fri Nov 25 22:33:37 GMT 2022","Fri Nov 25 22:33:47 GMT 2022","10915","functional","src/tests/functional/lighthouse.spec.ts","Lighthouse Sample Audit @lighthouse","","","Sauce Demo landing page",""
"passed","Fri Nov 25 22:33:10 GMT 2022","Fri Nov 25 22:33:11 GMT 2022","845","functional","src/tests/functional/api-example.spec.ts","Unit Tests for Playwright API Testing","","","intercept me",""
"passed","Fri Nov 25 22:33:07 GMT 2022","Fri Nov 25 22:33:07 GMT 2022","344","functional","src/tests/functional/allure-reports.spec.ts","Unit Tests for Allure Reports","","","Links Usage basic test",""
"passed","Fri Nov 25 22:33:06 GMT 2022","Fri Nov 25 22:33:06 GMT 2022","4","unit","src/tests/unit/dotenv.spec.ts","Environment Configuration","","","Check Setup Environment Default with override",""
"passed","Fri Nov 25 22:33:48 GMT 2022","Fri Nov 25 22:33:49 GMT 2022","1160","functional","src/tests/functional/screenshot.spec.ts","Tests for Visual Regression @visual","","","second screenshot",""
"passed","Fri Nov 25 22:33:19 GMT 2022","Fri Nov 25 22:33:20 GMT 2022","890","functional","src/tests/functional/codegen-process.spec.ts","Codegen Process to POM @codegen","","","Codegen Start New",""
"passed","Fri Nov 25 22:33:17 GMT 2022","Fri Nov 25 22:33:19 GMT 2022","2048","functional","src/tests/functional/codegen-process.spec.ts","Codegen Process to POM @codegen","","","Codegen Final Phase add Workflow",""
"passed","Fri Nov 25 22:33:06 GMT 2022","Fri Nov 25 22:33:06 GMT 2022","0","unit","src/tests/unit/dotenv.spec.ts","Environment Configuration","","","Check Setup Environment Default with environment",""
"passed","Fri Nov 25 22:33:10 GMT 2022","Fri Nov 25 22:33:10 GMT 2022","129","functional","src/tests/functional/api-example.spec.ts","Unit Tests for Playwright API Testing","","","passing context api test",""
"passed","Fri Nov 25 22:33:07 GMT 2022","Fri Nov 25 22:33:08 GMT 2022","333","functional","src/tests/functional/allure-reports.spec.ts","Unit Tests for Allure Reports","","","Id Usage basic test",""
"passed","Fri Nov 25 22:33:06 GMT 2022","Fri Nov 25 22:33:06 GMT 2022","3","unit","src/tests/unit/dotenv.spec.ts","Environment Configuration","","","Check Setup Environment Default",""
"passed","Fri Nov 25 22:33:50 GMT 2022","Fri Nov 25 22:33:52 GMT 2022","1691","e2e","src/tests/e2e/login-logout.spec.ts","Tests for Swag","","","Logging in and out with standard user",""
"passed","Fri Nov 25 22:33:08 GMT 2022","Fri Nov 25 22:33:08 GMT 2022","348","functional","src/tests/functional/allure-reports.spec.ts","Unit Tests for Allure Reports","","","Stories Usage basic test",""
"passed","Fri Nov 25 22:33:15 GMT 2022","Fri Nov 25 22:33:17 GMT 2022","1952","functional","src/tests/functional/codegen-process.spec.ts","Codegen Process to POM @codegen","","","Codegen Phase 2 add POM",""
"passed","Fri Nov 25 22:33:49 GMT 2022","Fri Nov 25 22:33:50 GMT 2022","654","functional","src/tests/functional/screenshot.spec.ts","Tests for Visual Regression @visual","","","third screenshot",""
"passed","Fri Nov 25 22:33:06 GMT 2022","Fri Nov 25 22:33:07 GMT 2022","759","functional","src/tests/functional/allure-reports.spec.ts","Unit Tests for Allure Reports","","","Labels Usage basic test",""
"passed","Fri Nov 25 22:33:20 GMT 2022","Fri Nov 25 22:33:37 GMT 2022","16289","functional","src/tests/functional/lighthouse.spec.ts","Lighthouse Sample Audit @lighthouse","","","Angular landing page",""
"passed","Fri Nov 25 22:33:08 GMT 2022","Fri Nov 25 22:33:08 GMT 2022","348","functional","src/tests/functional/allure-reports.spec.ts","Unit Tests for Allure Reports","","","Epics Usage basic test",""
"passed","Fri Nov 25 22:33:10 GMT 2022","Fri Nov 25 22:33:10 GMT 2022","457","functional","src/tests/functional/api-example.spec.ts","Unit Tests for Playwright API Testing","","","api test",""
"passed","Fri Nov 25 22:33:06 GMT 2022","Fri Nov 25 22:33:06 GMT 2022","14","unit","src/tests/unit/dotenv.spec.ts","Environment Configuration","","","Check Default with process",""
"passed","Fri Nov 25 22:33:08 GMT 2022","Fri Nov 25 22:33:09 GMT 2022","415","functional","src/tests/functional/allure-reports.spec.ts","Unit Tests for Allure Reports","","","Screenshot usage basic test",""
"passed","Fri Nov 25 22:33:13 GMT 2022","Fri Nov 25 22:33:15 GMT 2022","1985","functional","src/tests/functional/codegen-process.spec.ts","Codegen Process to POM @codegen","","","Codegen Phase 1 clean up",""
