"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri May 31 23:39:43 GMT 2024","Fri May 31 23:39:45 GMT 2024","1868","functional","","Codegen Process to POM @codegen","","","Codegen Phase 1 clean up",""
"skipped","Fri May 31 23:39:58 GMT 2024","Fri May 31 23:39:58 GMT 2024","0","firefox","","Tests for Swag","","","Order from the inventory and check out",""
"passed","Fri May 31 23:39:35 GMT 2024","Fri May 31 23:39:35 GMT 2024","33","unit","","Environment Configuration","","","Check Default with process",""
"passed","Fri May 31 23:39:37 GMT 2024","Fri May 31 23:39:38 GMT 2024","315","functional","","Unit Tests for Allure Reports","","","Epics Usage basic test",""
"passed","Fri May 31 23:39:41 GMT 2024","Fri May 31 23:39:43 GMT 2024","2073","functional","","Codegen Process to POM @codegen","","","Codegen raw capture of ordering",""
"passed","Fri May 31 23:39:38 GMT 2024","Fri May 31 23:39:38 GMT 2024","316","functional","","Unit Tests for Allure Reports","","","Stories Usage basic test",""
"passed","Fri May 31 23:39:47 GMT 2024","Fri May 31 23:39:49 GMT 2024","2153","functional","","Codegen Process to POM @codegen","","","Codegen Final Phase add Workflow",""
"passed","Fri May 31 23:39:40 GMT 2024","Fri May 31 23:39:40 GMT 2024","798","functional","","Unit Tests for Playwright API Testing","","","passing context api test",""
"skipped","Fri May 31 23:39:58 GMT 2024","Fri May 31 23:39:58 GMT 2024","1","webkit","","Tests for Swag","","","Logging in and out with standard user",""
"failed","Fri May 31 23:39:57 GMT 2024","Fri May 31 23:39:58 GMT 2024","1036","functional","","Tests for Visual Regression @visual","","","third screenshot",""
"passed","Fri May 31 23:39:35 GMT 2024","Fri May 31 23:39:35 GMT 2024","7","unit","","Environment Configuration","","","Check CI",""
"passed","Fri May 31 23:39:40 GMT 2024","Fri May 31 23:39:41 GMT 2024","988","functional","","Unit Tests for Playwright API Testing","","","intercept me",""
"skipped","Fri May 31 23:39:58 GMT 2024","Fri May 31 23:39:58 GMT 2024","1","chromium","","Tests for Swag","","","Order from the inventory and check out with visual regression @visual",""
"passed","Fri May 31 23:39:39 GMT 2024","Fri May 31 23:39:40 GMT 2024","416","functional","","Unit Tests for Playwright API Testing","","","api test",""
"skipped","Fri May 31 23:39:50 GMT 2024","Fri May 31 23:39:50 GMT 2024","1","functional","","Lighthouse Sample Audit @lighthouse","","","Sauce Demo landing page",""
"skipped","Fri May 31 23:39:50 GMT 2024","Fri May 31 23:39:50 GMT 2024","1","functional","","Lighthouse Sample Audit @lighthouse","","","Angular landing page",""
"skipped","Fri May 31 23:39:58 GMT 2024","Fri May 31 23:39:58 GMT 2024","0","chromium","","Tests for Swag","","","Order from the inventory and check out",""
"skipped","Fri May 31 23:39:58 GMT 2024","Fri May 31 23:39:58 GMT 2024","0","chromium","","Tests for Swag","","","Logging in and out with standard user",""
"failed","Fri May 31 23:39:55 GMT 2024","Fri May 31 23:39:56 GMT 2024","863","functional","","Tests for Visual Regression @visual","","","second screenshot",""
"passed","Fri May 31 23:39:37 GMT 2024","Fri May 31 23:39:37 GMT 2024","313","functional","","Unit Tests for Allure Reports","","","Links Usage basic test",""
"passed","Fri May 31 23:39:37 GMT 2024","Fri May 31 23:39:37 GMT 2024","315","functional","","Unit Tests for Allure Reports","","","Id Usage basic test",""
"passed","Fri May 31 23:39:35 GMT 2024","Fri May 31 23:39:35 GMT 2024","8","unit","","Environment Configuration","","","Check Setup Environment Default with environment",""
"passed","Fri May 31 23:39:35 GMT 2024","Fri May 31 23:39:35 GMT 2024","6","unit","","Environment Configuration","","","Check NODE ENV",""
"passed","Fri May 31 23:39:39 GMT 2024","Fri May 31 23:39:39 GMT 2024","366","functional","","Unit Tests for Allure Reports","","","Steps usage basic test",""
"skipped","Fri May 31 23:39:58 GMT 2024","Fri May 31 23:39:58 GMT 2024","0","webkit","","Tests for Swag","","","Order from the inventory and check out",""
"passed","Fri May 31 23:39:35 GMT 2024","Fri May 31 23:39:35 GMT 2024","10","unit","","Environment Configuration","","","Check local with process",""
"passed","Fri May 31 23:39:35 GMT 2024","Fri May 31 23:39:35 GMT 2024","8","unit","","Environment Configuration","","","Check Setup Environment Default with environment and override",""
