"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Fri Nov 11 00:42:34 GMT 2022","Fri Nov 11 00:42:34 GMT 2022","0","functional","src/tests/functional/screenshot.spec.ts","Tests for Visual Regression","","","My first screenshot",""
"passed","Fri Nov 11 00:42:13 GMT 2022","Fri Nov 11 00:42:14 GMT 2022","1011","functional","src/tests/functional/api-example.spec.ts","Unit Tests for Playwright API Testing","","","intercept me",""
"passed","Fri Nov 11 00:42:08 GMT 2022","Fri Nov 11 00:42:08 GMT 2022","3","unit","src/tests/unit/dotenv.spec.ts","Environment Configuration","","","Check Setup Environment Default",""
"passed","Fri Nov 11 00:42:08 GMT 2022","Fri Nov 11 00:42:08 GMT 2022","1","unit","src/tests/unit/dotenv.spec.ts","Environment Configuration","","","Check Setup Environment Default with environment",""
"passed","Fri Nov 11 00:42:12 GMT 2022","Fri Nov 11 00:42:12 GMT 2022","504","functional","src/tests/functional/allure-reports.spec.ts","Unit Tests for Allure Reports","","","Steps usage basic test",""
"passed","Fri Nov 11 00:42:11 GMT 2022","Fri Nov 11 00:42:11 GMT 2022","348","functional","src/tests/functional/allure-reports.spec.ts","Unit Tests for Allure Reports","","","Stories Usage basic test",""
"passed","Fri Nov 11 00:42:13 GMT 2022","Fri Nov 11 00:42:13 GMT 2022","250","functional","src/tests/functional/api-example.spec.ts","Unit Tests for Playwright API Testing","","","passing context api test",""
"passed","Fri Nov 11 00:42:08 GMT 2022","Fri Nov 11 00:42:08 GMT 2022","5","unit","src/tests/unit/dotenv.spec.ts","Environment Configuration","","","Check local with process",""
"passed","Fri Nov 11 00:42:12 GMT 2022","Fri Nov 11 00:42:13 GMT 2022","338","functional","src/tests/functional/api-example.spec.ts","Unit Tests for Playwright API Testing","","","api test",""
"passed","Fri Nov 11 00:42:08 GMT 2022","Fri Nov 11 00:42:08 GMT 2022","6","unit","src/tests/unit/dotenv.spec.ts","Environment Configuration","","","Check NODE ENV",""
"passed","Fri Nov 11 00:42:08 GMT 2022","Fri Nov 11 00:42:08 GMT 2022","9","unit","src/tests/unit/dotenv.spec.ts","Environment Configuration","","","Check Setup Environment Default with environment and override",""
"passed","Fri Nov 11 00:42:11 GMT 2022","Fri Nov 11 00:42:11 GMT 2022","247","functional","src/tests/functional/allure-reports.spec.ts","Unit Tests for Allure Reports","","","Screenshot usage basic test",""
"passed","Fri Nov 11 00:42:09 GMT 2022","Fri Nov 11 00:42:10 GMT 2022","1072","functional","src/tests/functional/allure-reports.spec.ts","Unit Tests for Allure Reports","","","Labels Usage basic test",""
"passed","Fri Nov 11 00:42:08 GMT 2022","Fri Nov 11 00:42:08 GMT 2022","3","unit","src/tests/unit/dotenv.spec.ts","Environment Configuration","","","Check Setup Environment Default with override",""
"passed","Fri Nov 11 00:42:08 GMT 2022","Fri Nov 11 00:42:08 GMT 2022","5","unit","src/tests/unit/dotenv.spec.ts","Environment Configuration","","","Check CI",""
"passed","Fri Nov 11 00:42:10 GMT 2022","Fri Nov 11 00:42:11 GMT 2022","364","functional","src/tests/functional/allure-reports.spec.ts","Unit Tests for Allure Reports","","","Epics Usage basic test",""
"passed","Fri Nov 11 00:42:10 GMT 2022","Fri Nov 11 00:42:10 GMT 2022","363","functional","src/tests/functional/allure-reports.spec.ts","Unit Tests for Allure Reports","","","Id Usage basic test",""
"passed","Fri Nov 11 00:42:08 GMT 2022","Fri Nov 11 00:42:08 GMT 2022","16","unit","src/tests/unit/dotenv.spec.ts","Environment Configuration","","","Check Default with process",""
"passed","Fri Nov 11 00:42:11 GMT 2022","Fri Nov 11 00:42:12 GMT 2022","346","functional","src/tests/functional/allure-reports.spec.ts","Unit Tests for Allure Reports","","","Attachments Usage basic test",""
"passed","Fri Nov 11 00:42:10 GMT 2022","Fri Nov 11 00:42:10 GMT 2022","374","functional","src/tests/functional/allure-reports.spec.ts","Unit Tests for Allure Reports","","","Links Usage basic test",""
"skipped","Fri Nov 11 00:42:34 GMT 2022","Fri Nov 11 00:42:34 GMT 2022","0","functional","src/tests/functional/screenshot.spec.ts","Tests for Visual Regression","","","second screenshot",""
"passed","Fri Nov 11 00:42:14 GMT 2022","Fri Nov 11 00:42:34 GMT 2022","20135","functional","src/tests/functional/lighthouse.spec.ts","Sample audit example","","","open browser",""
