"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Thu Nov 17 02:34:03 GMT 2022","Thu Nov 17 02:34:03 GMT 2022","397","e2e webkit","src/tests/e2e/order.spec.ts","Tests for Swag","","","test order from the inventory and check out with visual",""
"passed","Thu Nov 17 02:33:52 GMT 2022","Thu Nov 17 02:33:58 GMT 2022","5599","e2e webkit","src/tests/e2e/login-logout.spec.ts","Tests for Swag","","","test logging in and out with standard user",""
"passed","Thu Nov 17 02:33:13 GMT 2022","Thu Nov 17 02:33:14 GMT 2022","1161","functional","src/tests/functional/api-example.spec.ts","Unit Tests for Playwright API Testing","","","intercept me",""
"passed","Thu Nov 17 02:33:09 GMT 2022","Thu Nov 17 02:33:10 GMT 2022","545","functional","src/tests/functional/allure-reports.spec.ts","Unit Tests for Allure Reports","","","Id Usage basic test",""
"passed","Thu Nov 17 02:33:11 GMT 2022","Thu Nov 17 02:33:12 GMT 2022","539","functional","src/tests/functional/allure-reports.spec.ts","Unit Tests for Allure Reports","","","Steps usage basic test",""
"passed","Thu Nov 17 02:33:07 GMT 2022","Thu Nov 17 02:33:07 GMT 2022","6","unit","src/tests/unit/dotenv.spec.ts","Environment Configuration","","","Check NODE ENV",""
"skipped","Thu Nov 17 02:33:35 GMT 2022","Thu Nov 17 02:33:35 GMT 2022","0","functional","src/tests/functional/screenshot.spec.ts","Tests for Visual Regression","","","third screenshot",""
"passed","Thu Nov 17 02:33:35 GMT 2022","Thu Nov 17 02:33:38 GMT 2022","2673","e2e","src/tests/e2e/login-logout.spec.ts","Tests for Swag","","","test logging in and out with standard user",""
"passed","Thu Nov 17 02:33:07 GMT 2022","Thu Nov 17 02:33:07 GMT 2022","5","unit","src/tests/unit/dotenv.spec.ts","Environment Configuration","","","Check CI",""
"passed","Thu Nov 17 02:33:14 GMT 2022","Thu Nov 17 02:33:35 GMT 2022","20701","functional","src/tests/functional/lighthouse.spec.ts","Sample audit example","","","open browser",""
"passed","Thu Nov 17 02:33:07 GMT 2022","Thu Nov 17 02:33:07 GMT 2022","2","unit","src/tests/unit/dotenv.spec.ts","Environment Configuration","","","Check Setup Environment Default with environment",""
"passed","Thu Nov 17 02:33:12 GMT 2022","Thu Nov 17 02:33:13 GMT 2022","137","functional","src/tests/functional/api-example.spec.ts","Unit Tests for Playwright API Testing","","","passing context api test",""
