"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Nov 11 01:45:04 GMT 2022","Fri Nov 11 01:45:27 GMT 2022","22257","functional","src/tests/functional/lighthouse.spec.ts","Sample audit example","","","open browser",""
"passed","Fri Nov 11 01:45:01 GMT 2022","Fri Nov 11 01:45:01 GMT 2022","441","functional","src/tests/functional/allure-reports.spec.ts","Unit Tests for Allure Reports","","","Stories Usage basic test",""
"passed","Fri Nov 11 01:45:03 GMT 2022","Fri Nov 11 01:45:03 GMT 2022","158","functional","src/tests/functional/api-example.spec.ts","Unit Tests for Playwright API Testing","","","passing context api test",""
"passed","Fri Nov 11 01:44:58 GMT 2022","Fri Nov 11 01:44:58 GMT 2022","7","unit","src/tests/unit/dotenv.spec.ts","Environment Configuration","","","Check CI",""
"passed","Fri Nov 11 01:45:01 GMT 2022","Fri Nov 11 01:45:02 GMT 2022","259","functional","src/tests/functional/allure-reports.spec.ts","Unit Tests for Allure Reports","","","Screenshot usage basic test",""
"passed","Fri Nov 11 01:44:58 GMT 2022","Fri Nov 11 01:44:58 GMT 2022","15","unit","src/tests/unit/dotenv.spec.ts","Environment Configuration","","","Check Setup Environment Default with environment and override",""
"passed","Fri Nov 11 01:44:58 GMT 2022","Fri Nov 11 01:44:58 GMT 2022","5","unit","src/tests/unit/dotenv.spec.ts","Environment Configuration","","","Check NODE ENV",""
"passed","Fri Nov 11 01:44:58 GMT 2022","Fri Nov 11 01:44:58 GMT 2022","4","unit","src/tests/unit/dotenv.spec.ts","Environment Configuration","","","Check Setup Environment Default with override",""
"passed","Fri Nov 11 01:45:03 GMT 2022","Fri Nov 11 01:45:03 GMT 2022","266","functional","src/tests/functional/api-example.spec.ts","Unit Tests for Playwright API Testing","","","api test",""
"passed","Fri Nov 11 01:45:03 GMT 2022","Fri Nov 11 01:45:04 GMT 2022","1167","functional","src/tests/functional/api-example.spec.ts","Unit Tests for Playwright API Testing","","","intercept me",""
"passed","Fri Nov 11 01:45:00 GMT 2022","Fri Nov 11 01:45:00 GMT 2022","457","functional","src/tests/functional/allure-reports.spec.ts","Unit Tests for Allure Reports","","","Id Usage basic test",""
"passed","Fri Nov 11 01:44:59 GMT 2022","Fri Nov 11 01:45:00 GMT 2022","482","functional","src/tests/functional/allure-reports.spec.ts","Unit Tests for Allure Reports","","","Links Usage basic test",""
"passed","Fri Nov 11 01:44:58 GMT 2022","Fri Nov 11 01:44:58 GMT 2022","17","unit","src/tests/unit/dotenv.spec.ts","Environment Configuration","","","Check Default with process",""
"passed","Fri Nov 11 01:45:00 GMT 2022","Fri Nov 11 01:45:01 GMT 2022","506","functional","src/tests/functional/allure-reports.spec.ts","Unit Tests for Allure Reports","","","Epics Usage basic test",""
"failed","Fri Nov 11 01:45:32 GMT 2022","Fri Nov 11 01:45:34 GMT 2022","1442","functional","src/tests/functional/screenshot.spec.ts","Tests for Visual Regression","","","second screenshot",""
"passed","Fri Nov 11 01:44:58 GMT 2022","Fri Nov 11 01:44:58 GMT 2022","6","unit","src/tests/unit/dotenv.spec.ts","Environment Configuration","","","Check Setup Environment Default",""
"passed","Fri Nov 11 01:44:58 GMT 2022","Fri Nov 11 01:44:58 GMT 2022","4","unit","src/tests/unit/dotenv.spec.ts","Environment Configuration","","","Check Setup Environment Default with environment",""
"failed","Fri Nov 11 01:45:28 GMT 2022","Fri Nov 11 01:45:30 GMT 2022","1382","functional","src/tests/functional/screenshot.spec.ts","Tests for Visual Regression","","","My first screenshot",""
"passed","Fri Nov 11 01:45:02 GMT 2022","Fri Nov 11 01:45:02 GMT 2022","436","functional","src/tests/functional/allure-reports.spec.ts","Unit Tests for Allure Reports","","","Attachments Usage basic test",""
"passed","Fri Nov 11 01:45:02 GMT 2022","Fri Nov 11 01:45:03 GMT 2022","576","functional","src/tests/functional/allure-reports.spec.ts","Unit Tests for Allure Reports","","","Steps usage basic test",""
"passed","Fri Nov 11 01:44:58 GMT 2022","Fri Nov 11 01:44:59 GMT 2022","950","functional","src/tests/functional/allure-reports.spec.ts","Unit Tests for Allure Reports","","","Labels Usage basic test",""
"passed","Fri Nov 11 01:44:58 GMT 2022","Fri Nov 11 01:44:58 GMT 2022","5","unit","src/tests/unit/dotenv.spec.ts","Environment Configuration","","","Check local with process",""
