"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Nov 18 21:47:38 GMT 2022","Fri Nov 18 21:47:41 GMT 2022","2449","functional","src/tests/functional/codegen-process.spec.ts","Codegen Process to POM @codegen","","","Codegen raw capture of ordering",""
"passed","Fri Nov 18 21:47:41 GMT 2022","Fri Nov 18 21:47:43 GMT 2022","2040","functional","src/tests/functional/codegen-process.spec.ts","Codegen Process to POM @codegen","","","Codegen Phase 1 clean up",""
"passed","Fri Nov 18 21:47:37 GMT 2022","Fri Nov 18 21:47:38 GMT 2022","1207","functional","src/tests/functional/api-example.spec.ts","Unit Tests for Playwright API Testing","","","intercept me",""
"passed","Fri Nov 18 21:48:22 GMT 2022","Fri Nov 18 21:48:24 GMT 2022","1800","e2e","src/tests/e2e/login-logout.spec.ts","Tests for Swag","","","Logging in and out with standard user",""
"passed","Fri Nov 18 21:48:24 GMT 2022","Fri Nov 18 21:48:26 GMT 2022","2357","e2e","src/tests/e2e/order.spec.ts","Tests for Swag","","","Order from the inventory and check out",""
"passed","Fri Nov 18 21:47:43 GMT 2022","Fri Nov 18 21:47:45 GMT 2022","2178","functional","src/tests/functional/codegen-process.spec.ts","Codegen Process to POM @codegen","","","Codegen Phase 2 add POM",""
"passed","Fri Nov 18 21:47:49 GMT 2022","Fri Nov 18 21:48:07 GMT 2022","18524","functional","src/tests/functional/lighthouse.spec.ts","Lighthouse Sample Audit @lighthouse","","","Angular landing page",""
"passed","Fri Nov 18 21:47:37 GMT 2022","Fri Nov 18 21:47:37 GMT 2022","208","functional","src/tests/functional/api-example.spec.ts","Unit Tests for Playwright API Testing","","","api test",""
"passed","Fri Nov 18 21:48:21 GMT 2022","Fri Nov 18 21:48:22 GMT 2022","785","functional","src/tests/functional/screenshot.spec.ts","Tests for Visual Regression @visual","","","third screenshot",""
"passed","Fri Nov 18 21:47:35 GMT 2022","Fri Nov 18 21:47:35 GMT 2022","375","functional","src/tests/functional/allure-reports.spec.ts","Unit Tests for Allure Reports","","","Epics Usage basic test",""
"passed","Fri Nov 18 21:47:37 GMT 2022","Fri Nov 18 21:47:37 GMT 2022","135","functional","src/tests/functional/api-example.spec.ts","Unit Tests for Playwright API Testing","","","passing context api test",""
"passed","Fri Nov 18 21:47:47 GMT 2022","Fri Nov 18 21:47:48 GMT 2022","1063","functional","src/tests/functional/codegen-process.spec.ts","Codegen Process to POM @codegen","","","Codegen Start New",""
"passed","Fri Nov 18 21:47:32 GMT 2022","Fri Nov 18 21:47:32 GMT 2022","4","unit","src/tests/unit/dotenv.spec.ts","Environment Configuration","","","Check Setup Environment Default",""
"passed","Fri Nov 18 21:47:36 GMT 2022","Fri Nov 18 21:47:36 GMT 2022","423","functional","src/tests/functional/allure-reports.spec.ts","Unit Tests for Allure Reports","","","Attachments Usage basic test",""
"passed","Fri Nov 18 21:47:32 GMT 2022","Fri Nov 18 21:47:32 GMT 2022","2","unit","src/tests/unit/dotenv.spec.ts","Environment Configuration","","","Check Setup Environment Default with override",""
"passed","Fri Nov 18 21:47:32 GMT 2022","Fri Nov 18 21:47:32 GMT 2022","4","unit","src/tests/unit/dotenv.spec.ts","Environment Configuration","","","Check NODE ENV",""
"passed","Fri Nov 18 21:48:07 GMT 2022","Fri Nov 18 21:48:19 GMT 2022","11621","functional","src/tests/functional/lighthouse.spec.ts","Lighthouse Sample Audit @lighthouse","","","Sauce Demo landing page",""
"passed","Fri Nov 18 21:48:19 GMT 2022","Fri Nov 18 21:48:21 GMT 2022","1454","functional","src/tests/functional/screenshot.spec.ts","Tests for Visual Regression @visual","","","second screenshot",""
"passed","Fri Nov 18 21:47:34 GMT 2022","Fri Nov 18 21:47:35 GMT 2022","383","functional","src/tests/functional/allure-reports.spec.ts","Unit Tests for Allure Reports","","","Id Usage basic test",""
