"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Nov 11 01:01:46 GMT 2022","Fri Nov 11 01:01:47 GMT 2022","827","functional","src/tests/functional/api-example.spec.ts","Unit Tests for Playwright API Testing","","","intercept me",""
"passed","Fri Nov 11 01:01:44 GMT 2022","Fri Nov 11 01:01:44 GMT 2022","331","functional","src/tests/functional/allure-reports.spec.ts","Unit Tests for Allure Reports","","","Id Usage basic test",""
"failed","Fri Nov 11 01:02:09 GMT 2022","Fri Nov 11 01:02:10 GMT 2022","1030","functional","src/tests/functional/screenshot.spec.ts","Tests for Visual Regression","","","second screenshot",""
"passed","Fri Nov 11 01:01:42 GMT 2022","Fri Nov 11 01:01:42 GMT 2022","12","unit","src/tests/unit/dotenv.spec.ts","Environment Configuration","","","Check Default with process",""
"passed","Fri Nov 11 01:01:45 GMT 2022","Fri Nov 11 01:01:46 GMT 2022","396","functional","src/tests/functional/allure-reports.spec.ts","Unit Tests for Allure Reports","","","Steps usage basic test",""
"passed","Fri Nov 11 01:01:42 GMT 2022","Fri Nov 11 01:01:42 GMT 2022","0","unit","src/tests/unit/dotenv.spec.ts","Environment Configuration","","","Check Setup Environment Default with environment",""
"passed","Fri Nov 11 01:01:42 GMT 2022","Fri Nov 11 01:01:42 GMT 2022","4","unit","src/tests/unit/dotenv.spec.ts","Environment Configuration","","","Check NODE ENV",""
"failed","Fri Nov 11 01:02:05 GMT 2022","Fri Nov 11 01:02:07 GMT 2022","1255","functional","src/tests/functional/screenshot.spec.ts","Tests for Visual Regression","","","My first screenshot",""
"passed","Fri Nov 11 01:01:45 GMT 2022","Fri Nov 11 01:01:45 GMT 2022","354","functional","src/tests/functional/allure-reports.spec.ts","Unit Tests for Allure Reports","","","Attachments Usage basic test",""
"passed","Fri Nov 11 01:01:43 GMT 2022","Fri Nov 11 01:01:43 GMT 2022","701","functional","src/tests/functional/allure-reports.spec.ts","Unit Tests for Allure Reports","","","Labels Usage basic test",""
"passed","Fri Nov 11 01:01:47 GMT 2022","Fri Nov 11 01:02:04 GMT 2022","16740","functional","src/tests/functional/lighthouse.spec.ts","Sample audit example","","","open browser",""
"passed","Fri Nov 11 01:01:42 GMT 2022","Fri Nov 11 01:01:42 GMT 2022","2","unit","src/tests/unit/dotenv.spec.ts","Environment Configuration","","","Check Setup Environment Default",""
"passed","Fri Nov 11 01:01:42 GMT 2022","Fri Nov 11 01:01:42 GMT 2022","3","unit","src/tests/unit/dotenv.spec.ts","Environment Configuration","","","Check CI",""
"passed","Fri Nov 11 01:01:45 GMT 2022","Fri Nov 11 01:01:45 GMT 2022","193","functional","src/tests/functional/allure-reports.spec.ts","Unit Tests for Allure Reports","","","Screenshot usage basic test",""
"passed","Fri Nov 11 01:01:44 GMT 2022","Fri Nov 11 01:01:45 GMT 2022","368","functional","src/tests/functional/allure-reports.spec.ts","Unit Tests for Allure Reports","","","Stories Usage basic test",""
"passed","Fri Nov 11 01:01:42 GMT 2022","Fri Nov 11 01:01:42 GMT 2022","2","unit","src/tests/unit/dotenv.spec.ts","Environment Configuration","","","Check Setup Environment Default with override",""
"passed","Fri Nov 11 01:01:44 GMT 2022","Fri Nov 11 01:01:44 GMT 2022","363","functional","src/tests/functional/allure-reports.spec.ts","Unit Tests for Allure Reports","","","Epics Usage basic test",""
"passed","Fri Nov 11 01:01:42 GMT 2022","Fri Nov 11 01:01:42 GMT 2022","3","unit","src/tests/unit/dotenv.spec.ts","Environment Configuration","","","Check local with process",""
"passed","Fri Nov 11 01:01:46 GMT 2022","Fri Nov 11 01:01:46 GMT 2022","409","functional","src/tests/functional/api-example.spec.ts","Unit Tests for Playwright API Testing","","","api test",""
"passed","Fri Nov 11 01:01:43 GMT 2022","Fri Nov 11 01:01:44 GMT 2022","346","functional","src/tests/functional/allure-reports.spec.ts","Unit Tests for Allure Reports","","","Links Usage basic test",""
"passed","Fri Nov 11 01:01:42 GMT 2022","Fri Nov 11 01:01:42 GMT 2022","5","unit","src/tests/unit/dotenv.spec.ts","Environment Configuration","","","Check Setup Environment Default with environment and override",""
"passed","Fri Nov 11 01:01:46 GMT 2022","Fri Nov 11 01:01:46 GMT 2022","133","functional","src/tests/functional/api-example.spec.ts","Unit Tests for Playwright API Testing","","","passing context api test",""
