"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Nov 11 00:45:52 GMT 2022","Fri Nov 11 00:45:53 GMT 2022","859","functional","src/tests/functional/api-example.spec.ts","Unit Tests for Playwright API Testing","","","intercept me",""
"passed","Fri Nov 11 00:45:49 GMT 2022","Fri Nov 11 00:45:49 GMT 2022","3","unit","src/tests/unit/dotenv.spec.ts","Environment Configuration","","","Check Setup Environment Default",""
"passed","Fri Nov 11 00:45:51 GMT 2022","Fri Nov 11 00:45:52 GMT 2022","194","functional","src/tests/functional/allure-reports.spec.ts","Unit Tests for Allure Reports","","","Screenshot usage basic test",""
"passed","Fri Nov 11 00:45:51 GMT 2022","Fri Nov 11 00:45:51 GMT 2022","318","functional","src/tests/functional/allure-reports.spec.ts","Unit Tests for Allure Reports","","","Epics Usage basic test",""
"failed","Fri Nov 11 00:46:11 GMT 2022","Fri Nov 11 00:46:12 GMT 2022","786","functional","src/tests/functional/screenshot.spec.ts","Tests for Visual Regression","","","My first screenshot",""
"passed","Fri Nov 11 00:45:49 GMT 2022","Fri Nov 11 00:45:49 GMT 2022","3","unit","src/tests/unit/dotenv.spec.ts","Environment Configuration","","","Check CI",""
"passed","Fri Nov 11 00:45:50 GMT 2022","Fri Nov 11 00:45:51 GMT 2022","333","functional","src/tests/functional/allure-reports.spec.ts","Unit Tests for Allure Reports","","","Id Usage basic test",""
"failed","Fri Nov 11 00:46:14 GMT 2022","Fri Nov 11 00:46:17 GMT 2022","2339","functional","src/tests/functional/screenshot.spec.ts","Tests for Visual Regression","","","second screenshot",""
"passed","Fri Nov 11 00:45:49 GMT 2022","Fri Nov 11 00:45:49 GMT 2022","1","unit","src/tests/unit/dotenv.spec.ts","Environment Configuration","","","Check Setup Environment Default with environment",""
"passed","Fri Nov 11 00:45:52 GMT 2022","Fri Nov 11 00:45:52 GMT 2022","305","functional","src/tests/functional/allure-reports.spec.ts","Unit Tests for Allure Reports","","","Attachments Usage basic test",""
"passed","Fri Nov 11 00:45:50 GMT 2022","Fri Nov 11 00:45:50 GMT 2022","308","functional","src/tests/functional/allure-reports.spec.ts","Unit Tests for Allure Reports","","","Links Usage basic test",""
"passed","Fri Nov 11 00:45:52 GMT 2022","Fri Nov 11 00:45:52 GMT 2022","398","functional","src/tests/functional/allure-reports.spec.ts","Unit Tests for Allure Reports","","","Steps usage basic test",""
"passed","Fri Nov 11 00:45:52 GMT 2022","Fri Nov 11 00:45:52 GMT 2022","54","functional","src/tests/functional/api-example.spec.ts","Unit Tests for Playwright API Testing","","","passing context api test",""
"passed","Fri Nov 11 00:45:52 GMT 2022","Fri Nov 11 00:45:52 GMT 2022","122","functional","src/tests/functional/api-example.spec.ts","Unit Tests for Playwright API Testing","","","api test",""
"passed","Fri Nov 11 00:45:49 GMT 2022","Fri Nov 11 00:45:49 GMT 2022","5","unit","src/tests/unit/dotenv.spec.ts","Environment Configuration","","","Check Setup Environment Default with environment and override",""
"passed","Fri Nov 11 00:45:53 GMT 2022","Fri Nov 11 00:46:10 GMT 2022","16701","functional","src/tests/functional/lighthouse.spec.ts","Sample audit example","","","open browser",""
"passed","Fri Nov 11 00:45:49 GMT 2022","Fri Nov 11 00:45:49 GMT 2022","12","unit","src/tests/unit/dotenv.spec.ts","Environment Configuration","","","Check Default with process",""
"passed","Fri Nov 11 00:45:49 GMT 2022","Fri Nov 11 00:45:50 GMT 2022","601","functional","src/tests/functional/allure-reports.spec.ts","Unit Tests for Allure Reports","","","Labels Usage basic test",""
"passed","Fri Nov 11 00:45:49 GMT 2022","Fri Nov 11 00:45:49 GMT 2022","3","unit","src/tests/unit/dotenv.spec.ts","Environment Configuration","","","Check local with process",""
"passed","Fri Nov 11 00:45:49 GMT 2022","Fri Nov 11 00:45:49 GMT 2022","3","unit","src/tests/unit/dotenv.spec.ts","Environment Configuration","","","Check Setup Environment Default with override",""
"passed","Fri Nov 11 00:45:49 GMT 2022","Fri Nov 11 00:45:49 GMT 2022","3","unit","src/tests/unit/dotenv.spec.ts","Environment Configuration","","","Check NODE ENV",""
"passed","Fri Nov 11 00:45:51 GMT 2022","Fri Nov 11 00:45:51 GMT 2022","296","functional","src/tests/functional/allure-reports.spec.ts","Unit Tests for Allure Reports","","","Stories Usage basic test",""
